status,Historical,Sports,Romance,Supernatural,Scifi,Comedy,Yuri,Yaoi,SliceofLife,Harem,Josei,Fantasy,Horror,Smut,Shoujo,Lolicon,ShoujoAi,Ecchi,Tragedy,Adult,Mystery,ShounenAi,Shotacon,genres,Drama,Mature,MartialArts,Action,Seinen,GenderBender,Adventure,title,Shounen,Psychological,Mecha,synopsis,num_vol,baka_url,SchoolLife,Hentai,Doujinshi
Complete,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Scifi, Seinen",0,0,0,0,1,0,0,Ikinari Osananajimi!!,0,0,0,"Hiroki's passed his high-school entrance exams, and now he's looking forward to a peaceful, lazy spring vacation before the entrance ceremony. All of that is ruined on the morning he's woken up by Hinata, a stranger who claims to be his childhood friend. The truth is, Hinata is a ""tsundere childhood friend"" android made for him by his mad scientist neighbors in celebration for him passing his exam! With all the complications his new ""childhood friend"" is going to cause in his life, what will happen to the peaceful vacation Hiroki had hoped for?",1,http://www.mangaupdates.com/series.html?id=57165,0,0,0
Ongoing,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, Mature, SchoolLife, Shounen",0,1,0,1,0,0,0,Ikusa x Koi,1,0,0,From,4,http://www.mangaupdates.com/series.html?id=128275,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen",0,1,0,0,1,0,0,Imori 201,0,0,0,"In both middle school and high school, Kawashima hadn't had any luck with girls, but this is the day that a miracle encounter came to him! In the apartment where he moved, there was a high school girl living in his neighborhood and in addition to that, she is living alone! In a situation that any man will admire, Kawashima's tension is hyped up. However, there was also a odd part to it, like she likes to drink beer. What is her identity? It's a little bit ecchi JK comedy!",5,http://www.mangaupdates.com/series.html?id=60541,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen",0,1,0,0,1,0,0,Ikoi no Sodomu,0,0,0,N/A,2,http://www.mangaupdates.com/series.html?id=79334,1,0,0
Complete,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fantasy, Harem, Shounen, Supernatural",0,0,0,0,0,0,0,Imadoki no Vampire: Bloody Bride,1,0,0,N/A,1,http://www.mangaupdates.com/series.html?id=56274,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,"Kono Naka ni Hitori, Imouto ga Iru!",0,0,0,"The story centers around Mikadono Shougo, the son of an industrial magnate named Mikadono Kumagorou who passed away. As a final wish, Kumagorou gave Shougo a condition before Shougo can inherit the family legacy — find a female mate at school. Shougo transfers into a school to fulfill that condition. However, he learns that he has a younger sister who was separated at birth. He does not know what his long-lost sister looks like, but she happens to be one of the students at his new school.",5,http://www.mangaupdates.com/series.html?id=65897,1,0,0
Ongoing,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ecchi, Harem, Mature, Romance, SchoolLife, Seinen",0,1,0,0,1,0,0,"Kono Naka ni Hitori, Imouto ga Iru! - Bath Time",0,0,0,N/A,1,http://www.mangaupdates.com/series.html?id=77412,1,0,0
Ongoing,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"Adult, Drama, Harem, Horror, Mature, Mystery, Shounen, Supernatural",1,1,0,0,0,0,0,Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,1,0,0,"Taro Kajiura and his friends from a research group at Tonan University embarked on a trip to Ikishima Island in order to pursue the origins about Princess Kannon. At the same time, the villagers of Ikishima were holding an annual festival in which outsiders were forbidden to participate in for over 400 years. The consequences for breaking that tradition were much more severe that any of them had imagined...",7,http://www.mangaupdates.com/series.html?id=109772,0,0,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Doujinshi, Harem, Hentai, Romance, Supernatural",0,0,0,0,0,0,0,Mahou Shoujo,0,0,0,N/A,16,http://www.mangaupdates.com/series.html?id=56962,0,1,1
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,1,Kono Subarashii Sekai ni Nichijou wo!,0,0,0,N/A,1,http://www.mangaupdates.com/series.html?id=140313,0,0,0
Complete,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Harem, Romance, SchoolLife, Shoujo, SliceofLife",0,0,0,0,0,0,0,Kono Ie de Kimi to,0,0,0,From,3,http://www.mangaupdates.com/series.html?id=3265,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Drama, Harem, Romance, Seinen, Supernatural",1,0,0,0,1,0,0,"Kono S o, Mi yo! - Cupid no Itazura",0,0,0,"22-year-old Rin has two major problems: a complex about the tattoo-like birthmark on his butt and a crush on an older woman who thinks of him as her little brother. Rin hasn't allowed any woman to see his naked bottom since an incident when he was seven, which firmly entrenched his shame about his birthmark. When he finds his birthmark may grant him mystical powers over the opposite sex, will he finally be able to use his butt to his advantage?",15,http://www.mangaupdates.com/series.html?id=47705,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,Kono Onee-san wa Fiction Desu!?,0,0,0,"Late one night when Jun was out on his bike, he came across a drunk, half-naked girl sprawled on the side of the road. She came to be uncomfortably affectionate, but Jun took her to his home to sleep it off with gentlemanly discretion. It turns out that she is Kawase Narumi, his author mother's new assistant. Unfortunately, she has no idea what she's doing in her new job, so Jun's going to have to coach her. He's also going to have to deal with her habit of getting drunk, mostly naked, and cuddly. Jun's life will never be the same!",8,http://www.mangaupdates.com/series.html?id=56800,1,0,0
Ongoing,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Comedy, Fantasy, Harem, Shounen",0,0,0,1,0,0,1,Konjiki no Moji Tsukai - Yuusha Yonin ni Makikomareta Unique Cheat,1,0,0,"There has been much conflict between the races of the 'Humas', the 'Gabranth', and the 'Evila'. To combat the 'Evila' race's Demon King, the kingdom summons five high school students from 21st century Japan who have the power of Heroes.",6,http://www.mangaupdates.com/series.html?id=116497,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Mature, Romance, Seinen",0,1,0,0,1,0,0,Konna Elf ni You wa Nai!,0,0,0,"In the world of Eluveitie, elves and dark elves have been warring since ancient times.  The one thing that could tip the balance for either side is a half-elf child born from the nameless Earthling main character's seed.  This is a tale of the drama and tragedy of the battle for one generic harem lead's baby batter.",1,http://www.mangaupdates.com/series.html?id=86170,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Harem, Psychological, Romance, SchoolLife",1,0,0,0,0,0,0,Kono Aozora ni Yakusoku wo - Melody of the Sun and Sea,0,1,0,"One morning, Wataru Hoshino found a sleeping girl – in nothing but her underwear – in his room. When she woke up, she quickly escaped by jumping out of the window, but not without punching Wataru in the face first. This girl, Rinna Sawaki, ends up being a transfer student of Wataru’s school, as well as the new roommate of Wataru’s dormitory. He lives with four other girls and their school teacher, but due to Temizugawa Heavy Industry’s cancellation of their aviation branch – South Sakojima Island’s major company – the families involved with the corporation have to be evacuated in one year. As a result of this, the four girls have to leave the island in one year’s time. Knowing this, Rinna refuses to become friends with Wataru and the other girls, because of the pain that she might experience as a result of their eventual separation. However, Wataru disagrees with her, and over the course of the year, tries to convince her otherwise.",1,http://www.mangaupdates.com/series.html?id=13259,1,0,0
Complete,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Adult, Fantasy, Harem, Hentai, Yuri",0,0,0,0,0,0,0,Koneko Aiiku Diary,0,0,0,In the,2,http://www.mangaupdates.com/series.html?id=68296,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Kongou Cheer Bu!,0,0,0,N/A,1,http://www.mangaupdates.com/series.html?id=70771,1,1,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Romance",0,0,0,0,0,0,0,Kokuhaku Lovers,0,0,0,1-4. Kanojo wa Kazoku de Koibito de (She's My Family and My Lover),1,http://www.mangaupdates.com/series.html?id=103438,0,1,0
Ongoing,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ecchi, Harem, Romance, Seinen, SliceofLife, Supernatural",0,0,0,0,1,0,0,Koneko Pancake,0,0,0,"Kamisu Iori is at that age when he really wants a girl, but he's about to get more than he bargained for. Iori is taking a nap in the forest when a cute girl with cat ears and tail falls on him from the trees. She scurries away and he chases her through a mysterious door somewhere in the forest. Iori wakes up in a café where he learns that kittens actually take the form of a human with cat ears and tail just like Keena, the cute girl he was chasing. But when he accidentally breaks the door that he came through, Iori has to work at the café surrounded by “kittens” until it gets fixed and he can go home.",1,http://www.mangaupdates.com/series.html?id=67913,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Kokuritsu Hitozuma Gakuen,0,0,0,1-4. Kokuritsu Hitozuma Gakuen (National Wives Academy),1,http://www.mangaupdates.com/series.html?id=105855,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Mecha, Romance, SchoolLife, Seinen, Supernatural",0,0,0,0,1,0,0,Magician's Academy (NAKAO Hitomi),0,0,1,"This is the second series of Magician's Academy, starting in 2008 and ongoing.",3,http://www.mangaupdates.com/series.html?id=34767,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Magician's Academy,1,0,0,"An amazing academy, of the Magicians, by the Magicians, for the Magicians.",1,http://www.mangaupdates.com/series.html?id=7340,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Adult, Comedy, Ecchi, Harem, Romance, Seinen, Supernatural",0,0,0,0,1,0,0,Magicalize (Inomaru),0,0,0,"Yaida Masaki is a part timer, working as a janitor in a large publishing company. His hobbies include fantasizing about other girls, masturbating, and creating cosplay outfits for his fantasy girl: Oikawa Maiko. She is the daughter of the company president, and a far away existance for Yaida.",4,http://www.mangaupdates.com/series.html?id=86014,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, SchoolLife, Seinen, Supernatural",0,0,0,1,1,0,0,Magikano,0,0,0,"Haruo is a boy with three younger sisters and a parent-less home. Although he does not know, his sisters all know magic. Now, they hire a maid who is also a new transfer student. She also turns out to know magic...",10,http://www.mangaupdates.com/series.html?id=1863,1,0,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Drama, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen, Supernatural",1,1,0,1,1,0,0,Magika no Kenshi to Shoukan Maou,0,0,0,From ANN:,9,http://www.mangaupdates.com/series.html?id=104188,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,0,0,Magic-kyun! Renaissance,0,0,0,"A world where art becomes magic. In this world, people who can inspire passion with their Magic Arts are called Artistas, and are employed in show business. In Hoshinomori Private Magical Arts High School, where Artistas are taught, a strange new student named Kohana Aigasaki transfers into the school.",1,http://www.mangaupdates.com/series.html?id=136013,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Fantasy, GenderBender, Harem, Romance, Shoujo",1,0,0,0,0,1,0,Magnolia,0,0,0,"Crown Prince Ayato, while presented as male, is a person with no specific sex. However, at the age of 16, Ayato makes a very important decision.  Why does Ayato have the markings of angel wings on his back and what road will he lose when he falls in love? What will be the result of Ayato's decision?",7,http://www.mangaupdates.com/series.html?id=55010,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Romance, SchoolLife, Shounen",1,0,0,1,0,0,1,Mahou Sensei Negima!,1,0,0,"Ten-year-old prodigy Negi Springfield, has just graduated from magic academy, and in order to become a master mage he is sent to Japan to teach English at an all-girls middle school. But Negi has a bigger dream than just becoming a master mage. He wants to find his missing father, ""The Thousand Master"", the strongest mage that has ever lived. And he soon finds that searching for his father wont be as easy as he first hoped. In fact, it pushes him and his students into life-or-death battles that decides the fate of millions.",38,http://www.mangaupdates.com/series.html?id=574,1,0,0
Ongoing,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Drama, Fantasy, Harem, Mecha, Romance, Scifi, Shounen, SliceofLife, Supernatural",1,0,0,1,0,0,1,Magi Craft Meister,1,0,1,"There is only one Magi Craft Meister in the world. After the death of the last Meister over one thousand years ago, Jin Nidou was transported to another world in order to succeed her will.",1,http://www.mangaupdates.com/series.html?id=144433,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Harem, Romance, Shoujo, Smut",0,0,0,0,0,0,0,Made in Harem,0,0,0,"One day, Tsukino Megumi, on her way home, helps an injured old lady and take her back to her house. The old lady lives in a really gorgeous house and wants to thank her but Megumi says there's no need and so the old lady asks at least for her name. After answering and leaving Megumi notice how incredible the house and find herself in front of a door. Even though she knows it's not right, she wants to know what might be behind that door and opens it. She finds a gorgeous palace-like house surrounded by flowers and fontains. Distracted by the view she falls down and is rescued by an awesome guy. That guy gives her a rose in memory of their meet. After that she leaves still feeling dizzy for the unexpected enconteer. Back at her friends house she tell her friend about what happened but an even unexpected turn of event is about to come. She suddenly comes to know her parents died because of a fire in their apartment. Megumi now is alone and doesn't know what to do nor where to go. That's when the old lady comes to her and asks her to go live with her in her house and that's where her life totally changed.",1,http://www.mangaupdates.com/series.html?id=16007,0,0,0
Complete,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Romance, Scifi, Seinen",0,0,0,0,1,0,0,Maebari Bishoujo Kessen! Imajine Banner,0,0,0,N/A,1,http://www.mangaupdates.com/series.html?id=37855,0,0,0
Complete,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, SchoolLife, Shounen, SliceofLife, Supernatural",0,0,0,0,0,0,0,Magi-cu 4koma - Fate/stay night CLIMAX,1,0,0,Anthology based on the Fate/stay night visual novel.,16,http://www.mangaupdates.com/series.html?id=139365,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Adventure, Ecchi, Fantasy, Harem, Romance, Seinen",0,0,0,1,1,0,1,Madan no Ou to Senki,0,0,0,"Set in a Western Medieval-like place during times of war, Eleonora ""Ellen"" Viltaria, one of the Vanadis of Zhcted, leads the battle into Brune. There are, in fact, seven Vanadis, named for having each received a powerful weapon from the dragon to individually reign over seven territories. The power of the Vanadis invokes dread and fear from their enemies. An earl in the service of the country of Brune, a young archer by the name of Tigre, experienced the Vanadis's power firsthand after being defeated on the battlefield by Ellen. However, Ellen chose to spare his life after witnessing his skills, but in exchange, he is asked to serve her.",10,http://www.mangaupdates.com/series.html?id=69978,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Drama, Ecchi, Fantasy, Harem, Mature, Romance, Seinen, Supernatural",1,1,0,0,1,0,0,Magetsukan Kitan,0,0,0,"Koudaira Yuuhei has had trouble finding an apartment, mostly because he doesn’t have a lot of money. When one rental agent agrees to take him to a cheap place he knows, he’s a little freaked out by the garlic necklace the man wears, but he goes anyway, and falls almost instantly for the landlady, a pretty young woman named Touno Tsukiko.",5,http://www.mangaupdates.com/series.html?id=24349,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Shounen, Supernatural",0,1,0,0,0,0,0,Maga Tsuki,1,0,0,"One day, Yasuke was working up the courage to confess his feelings for his childhood friend Akari. It was the perfect opportunity, since the two of them were going to eat dinner alone together at his family's shrine. Before dinner, he rushes through the daily shrine rituals and accidentally breaks a sacred mirror.",13,http://www.mangaupdates.com/series.html?id=63835,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Madam Palace,0,0,0,"A guy takes up the role of a landlord for an apartment building that turns out to be filled with sex deprived housewives. And as a landlord he has to fix all their ""leaky piles""...",1,http://www.mangaupdates.com/series.html?id=108880,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Romance, Shounen, Supernatural",0,0,0,0,0,0,0,Maburaho Colorful Comic,1,0,0,N/A,2,http://www.mangaupdates.com/series.html?id=26124,0,0,0
Complete,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Harem, Shounen, SliceofLife, Sports",0,0,0,0,0,0,0,Macmillian Koukou Joshi Koushiki Yakyuubu,1,0,0,A laid-back 4-koma manga about a feminine baseball coach and the wacky girl's team he manages as they aim to win the Nationals... maybe.,2,http://www.mangaupdates.com/series.html?id=70795,0,0,0
Complete,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Drama, GenderBender, Harem, Romance, Yaoi",1,0,0,0,0,1,1,Lovers Royale,0,0,0,In the,3,http://www.mangaupdates.com/series.html?id=14306,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,0,0,M.G. Darling,0,0,0,From,3,http://www.mangaupdates.com/series.html?id=18250,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Romance, Shounen, Supernatural",0,0,0,0,0,0,0,Maburaho,1,0,0,From ADV Manga:,2,http://www.mangaupdates.com/series.html?id=777,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harem, Romance, Seinen",0,0,0,0,1,0,0,Luna Heights,0,0,0,Story about a salaryman who was going to get married soon but his bride runs away with another guy. His life sucks. He had to borrow a lot of money to buy a new house for his married life but ended up with nothing. Then his boss offered a solution: make his house into a girls' dormitory for female employees in the company. His new life begins here.,4,http://www.mangaupdates.com/series.html?id=5902,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harem, Romance, Seinen",0,0,0,0,1,0,0,Lovely Idol,0,0,0,"The Lovely Idols are a group of young idol singers who have become very popular. Managed by Tomohiro Fujisawa, there have already been two ""generations"" of performers, with a third about to debut. However, right before the third generation is cued onstage at a concert, Tomohiro learns that their debut has been delayed by the company president. He isn't told why, but is left to figure out for himself what, exactly, the next generation is lacking. While considering what he should do to remedy the situation, he finds a young street musician singing and playing a guitar. Tomohiro may think he's found the answer to his problem, but recruiting her could turn out to be harder than expected.",13,http://www.mangaupdates.com/series.html?id=15155,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Drama, Harem, Romance, Shoujo, Smut",1,0,0,0,0,0,0,Lovely Baby,0,0,0,From,1,http://www.mangaupdates.com/series.html?id=6551,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Romance, Shounen",0,0,0,1,0,0,0,Love x Rob x Stockholm,1,0,0,"Sayama Junichirou is an ordinary student who wishes for some action in his life. When he come home one day, he is held hostage by the famous bank robber, Kazuha.",2,http://www.mangaupdates.com/series.html?id=41617,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Seinen, Supernatural",0,0,0,0,1,0,0,Love Yume Mix,0,0,0,"Kensuke is your usual high schooler. He's unattractive, unreliable and leads a very boring life. This all changes in one night, when a goddess granted him his wish and makes him a popular boy. And soon after that girls start flocking to him like there is no tomorrow. The first dramatic change in his life came from his sister and the second was a childhood friend that he had no idea existed. Things don't just stop there, soon all sort of weird girls come knocking at his door. These girls ranged from Nekomimi, Magical Shoujo etc. His love drama filled life is about to begin...",2,http://www.mangaupdates.com/series.html?id=36498,0,0,0
Complete,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Ecchi, Harem, Scifi",0,0,0,1,0,0,0,Love Synchroid,0,0,0,From MangaHelpers:,5,http://www.mangaupdates.com/series.html?id=40192,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Love Place,0,0,0,N/A,2,http://www.mangaupdates.com/series.html?id=48338,0,1,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Romance",0,0,0,0,0,0,0,Love Share (Yuumyago),0,0,0,Collection of Stories:,1,http://www.mangaupdates.com/series.html?id=116256,0,1,0
