status,Historical,Sports,Romance,Supernatural,Scifi,Comedy,Yuri,Yaoi,SliceofLife,Harem,Josei,Fantasy,Horror,Smut,Shoujo,Lolicon,ShoujoAi,Ecchi,Tragedy,Adult,Mystery,ShounenAi,Shotacon,genres,Drama,Mature,MartialArts,Action,Seinen,GenderBender,Adventure,title,Shounen,Psychological,Mecha,synopsis,num_vol,baka_url,SchoolLife,Hentai,Doujinshi
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,"Comedy, Drama, Fantasy, Harem, Romance, SchoolLife, Shoujo, Supernatural, Tragedy",1,0,0,0,0,0,0,Kamigami no Asobi,0,0,0,"Yui Kusanagi, is the daughter of a Shinto shrine. She discovers a mysterious sword, which transports her to a different world where she meets the Greek god Zeus. He invites her to attend a school in a separate world that he created. Zeus intends to teach the meaning of love to the various young divine beings who also attend the school, in an attempt to reverse the weakening bond between humans and the gods. Note: The 3rd volume is an ebook only. ",3,http://www.mangaupdates.com/series.html?id=88600,1,0,0
Complete,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Harem, Romance, SchoolLife, Shoujo, Supernatural",0,0,0,0,0,0,0,Kamigami no Asobi Anime Anthology,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=136919,1,0,0
Complete,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Harem, Romance, Shoujo, Supernatural",0,0,0,0,0,0,0,Kamigami no Asobi Comic Anthology,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=136920,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Kami-sama Drop,1,0,0,"17-year-old Nowaki Asunaro has been forsaken by fortune since his birth. Every step he takes, bad luck awaits, whether it takes the shape of a falling bucket of water on his head or being blamed for crimes he never committed. Even for an exceptionally unlucky fellow like him, he still hopes to become friends with the love of his life: Hashihime Banri. The only problem lies in the fact that every time he almost gets close to her, his lack of luck blocks the way. On one typical day for him, filled with unfortunate accidents, he ends up having to protect himself from the rain in a forsaken and dilapidated temple. He becomes feverish from cold and hunger, but in desperation, he prays to the gods that he survive this day and become friends with Banri. Lo and behold, it seems like he accidentally summoned a God(?). Will this accident bring him the luck he never had? ",11,http://www.mangaupdates.com/series.html?id=87845,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Kaiun! Omori Girl!,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=80342,0,1,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",0,0,0,1,0,0,0,Kaimetsuou to 12-nin no Hoshi no Miko,1,0,0,"Yomikado Meijirou thought he was just an ordinary high school boy. However, after saving a devil, he discovers that he was born with the Seal of Solomon on his tongue, a special power that allows him to control all forms of sorcery and devils. He also discovers that he will die in three years as every use of his power uses up his lifespan. He is told that the only way to save himself is to establish a contract with the 12 Starlight Maidens who were born with a special sign somewhere on their body, and to do so, he must lick their signs with his tongue, which is where his sign is located. ",5,http://www.mangaupdates.com/series.html?id=121030,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy, GenderBender, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,1,0,Kakumei no Hi,0,0,0,"Kei is a normal--if very pretty--young boy in high school. One day, he falls ill and is taken to the hospital. They find, much to everyone's surprise, that ""he"" actually has a female genotype even though ""his"" phenotype is male!! A little bit of surgical work solves the problem, and cool male hero Kei becomes innocent female heroine Kei. And what a female! ""He"" was cute before, but she is a beauty now. ----- Kei Yoshikawa, a normal - if very pretty - boy in high school is one day informed that he is genetically female. The shocking relevation causes Kei to restart his life as a beautiful girl named Megumi, while keeping it all a secret from her very handsome male friends. And of course they immediately find out, but all begin hitting on her?! ",2,http://www.mangaupdates.com/series.html?id=792,1,0,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, GenderBender, Harem, Hentai",0,0,0,0,0,1,0,Kaikan Change - Otoko no Karada yori Kimochi ii Onna no Ko Ecchi,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=140126,0,1,0
Unknown,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, GenderBender, Harem, Hentai, Yuri",0,0,0,0,0,1,0,Kaikan Change,0,0,0,N/A ,3,http://www.mangaupdates.com/series.html?id=119702,0,1,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Action, Adult, Adventure, Drama, Fantasy, Harem, Seinen",1,0,0,1,1,0,1,Kaifuku Jutsushi no Yarinaoshi,0,0,0,"Healing magicians cannot fight alone.’ Keare, who was bound by this common knowledge, was exploited again and again by others. But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything. This is a heroic tale of one healing magician who became the strongest by using knowledge from his past life and healing magic.  ",0,http://www.mangaupdates.com/series.html?id=143756,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Fantasy, Harem, Romance, SchoolLife, Shoujo, Supernatural",1,0,0,0,0,0,0,Kami-sama Hajimemashita,0,0,0,"From Aerandria Scans: Momozono Nanami's dad, a man with a penchant for gambling, disappeared after accumulating a huge amount of debt. Thus, she was chased out of her house by the debt collectors. When she met a timid guy being chased by a dog, he told her that he'd give her his house. She believed his persuasive talk, but when she went to his house… it turned out to be a shrine. Moreover, a guy with fox ears appeared, which made Nanami even more confused. What will become of homeless and confused Nanami? ",25,http://www.mangaupdates.com/series.html?id=24388,1,0,0
Complete,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, GenderBender, Harem, SchoolLife, Seinen, Sports",0,0,0,0,1,1,0,Kaichu!,0,0,0,"Tachikawa Tetsuya in an incoming freshman at a new high school and he’s a great archer. He wants to join the archery club to meet the one they call “Kami no Ko”, better known as Fudou Gonzaburou. Tachikawa is good, but he’s heard that Fudou is even better. The archery team at this school is in fact very good. Tachikawa also meets a pretty girl who is already a member of the club (he accidentally walked in on her while she was changing). She’s not very good from the look of things, but she is his senpai and he defers to her. She takes an immediate liking to him and kisses him after practice. Let’s try just to get past the fact that this girl is actually a boy, named Fudou Gonzaburou… ",12,http://www.mangaupdates.com/series.html?id=49670,1,0,0
Unknown,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Ecchi, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Kagaminochou no Kaguya,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=40407,0,0,0
Complete,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"Drama, GenderBender, Harem, Horror, Mystery, Romance, Scifi, Shoujo",1,0,0,0,0,1,0,Kaguyahime,0,0,0,"From ShoujoMagic: On Kabuchi-jima, an island ruled by Princess Kaguya, ten children were raised as sacrificial victims. Several of the children thought they had escaped their fate when they escaped the island. But nearly a decade later, the kids are still dying in the order and at the time they would have as sacrifices... Their only hope now is to reunite and return to the island to seek out and destroy the source--the legend, the blood-lusting Moon Princess--before time runs out. In 2002 Kaguya Hime received the 47th annual Shogakukan Manga Award for shoujo. ",27,http://www.mangaupdates.com/series.html?id=526,0,0,0
Ongoing,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Action, Adult, Comedy, Fantasy, Harem, Seinen, Supernatural",0,0,0,1,1,0,0,Kagaku-teki ni Sonzai shiuru Creature Musume no Kansatsu Nisshi,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=145704,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Kami nomi zo Shiru Sekai,1,0,0,"Katsuragi Keima is known on the net as the god of getting the girls while in real life he’s known as otamegane and he hates all real girls. However he is approached by Elsie, a devil from hell, to help her in catching runaway spirits that hide in people. Apparently the spirits only hide in the hearts of girls and the only way to get the souls out is by making the girl fall in love so the spirit gets forced out. And he’s not allowed to fail or he will lose his head. ",26,http://www.mangaupdates.com/series.html?id=27467,1,0,0
Complete,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, SchoolLife, Shounen, Supernatural",0,0,0,1,0,0,0,Kaibutsu Oujo,1,0,0,"Werewolves, demons, monsters, vampires. All these ferocious creatures are afraid of the same thing: the beautiful Princess Hime, an awesome warrior who fights off the forces of evil with a chainsaw and a smile. Not only does she look great in a tiara, she has power that allows her to raise the dead. She's a girl on a mission, and with the help of her undead servant and a supercute robot, there's no creature of darkness she can't take down! ",20,http://www.mangaupdates.com/series.html?id=5203,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Comedy, Harem, MartialArts, Romance, Shounen",0,0,1,1,0,0,0,Kagetora,1,0,0,"From Del Rey: The young ninja Kagetora has been given a great honor - to serve a renowned family of skilled martial artists. But on arrival, he's handed a challenging assignment: teach the heir to the dynasty, the charming but clumsy Yuki, the deft moves of self-defense and combat. For a ninja like Kagetora, to fall in love with his master is a betrayal of his duty, the ultimate dishonor, and strictly forbidden. Can Kagetora help Yuki overcome her ungainly nature… or will he be overcome by his growing feelings? ",11,http://www.mangaupdates.com/series.html?id=590,0,0,0
Complete,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Scifi",0,0,0,0,0,0,0,Kagaku no Nyotaimori,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=47634,0,1,0
Complete,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, SchoolLife, Scifi, Seinen, Supernatural, Yuri",0,0,0,0,1,0,0,Kagaku na Yatsura,0,0,0,"From : Haruki is a teenage boy who has two friends that are not very ordinary. Ayana has been transformed to be part dog, as shown by her dog ears and tail. Ayana also has enormous lactating breasts. Airi, on the other hand, is a cyborg girl, and she's got tons of mechanical gadgets. The story begins when Ayana and Airi both want Haruki to join their club, and Haruki must pick one over the other. Ayana's science club has more to do with transforming living things, whereas Airi's has to do with more mechanical science. Their attempts to persuade Haruki to their side tend to be full of nudity and sexual arousal. Haruki is going to have a bizarre school life. ",6,http://www.mangaupdates.com/series.html?id=50131,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Shounen",0,0,0,0,0,0,0,Juusho Mitei,1,0,0,"Midorikawa Yu was super excited to start working at the dorm as a secretary and doing miscellaneous tasks. The job pays for her tuition and living expenses, and, most of all, cuts down on her time being out in public areas. Yu has a special power or curse, depending on how you look at it, that makes people, regardless of gender, instantly fall madly in love with her by simply touching them. So whenever she goes out in public, she is constantly sexually harassed. Yu was thrilled about her new life, but it seems that her five floor mates are not happy with her presence and she has to go above and beyond to earn their friendship. ",3,http://www.mangaupdates.com/series.html?id=11331,0,0,0
Complete,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, SchoolLife, Scifi, Seinen",0,0,0,1,1,0,0,Juuou Mujin no Fafnir,0,0,0,"From : Second Lieutenant Mononobe Yuu has been sent to Midgard, to attend the all-girl's school where his sister Mitsuki is the student council president.  The school is specifically for people who have ""D"" powers, who are needed to fight dragons, and both Mitsuki and Yuu fit the criteria.  On his arrival, he meets and befriends another classmate named Iris Freya, who is having difficulties with her ""D""-related schoolwork. They will do their best to succeed in this dangerous world. ",4,http://www.mangaupdates.com/series.html?id=109294,1,0,0
