status,Historical,Sports,Romance,Supernatural,Scifi,Comedy,Yuri,Yaoi,SliceofLife,Harem,Josei,Fantasy,Horror,Smut,num_chap,Shoujo,Lolicon,ShoujoAi,Ecchi,Tragedy,Adult,Mystery,ShounenAi,Shotacon,genres,Drama,Mature,MartialArts,Action,Seinen,GenderBender,Adventure,title,Shounen,Psychological,Mecha,synopsis,num_vol,baka_url,SchoolLife,Hentai,Doujinshi
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Kami-sama Drop,1,0,0,"On one typical day for him, filled with unfortunate accidents, he ends up having to protect himself from the rain in a forsaken and dilapidated temple. He becomes feverish from cold and hunger, but in desperation, he prays to the gods that he survive this day and become friends with Banri. Lo and behold, it seems like he accidentally summoned a God(?). Will this accident bring him the luck he never had?",11,http://www.mangaupdates.com/series.html?id=87845,1,0,0
Complete,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Harem, Romance, SchoolLife, Shoujo, Supernatural",0,0,0,0,0,0,0,Kamigami no Asobi Anime Anthology,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=136919,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,,1,0,0,0,1,0,0,0,0,"Comedy, Drama, Fantasy, Harem, Romance, SchoolLife, Shoujo, Supernatural, Tragedy",1,0,0,0,0,0,0,Kamigami no Asobi,0,0,0,Note: The 3rd volume is an ebook only.,3,http://www.mangaupdates.com/series.html?id=88600,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Kami Sen.,1,0,0,:,5,http://www.mangaupdates.com/series.html?id=41920,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Kami nomi zo Shiru Sekai,1,0,0,Manga,26,http://www.mangaupdates.com/series.html?id=27467,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Fantasy, Harem, Romance, SchoolLife, Shoujo, Supernatural",1,0,0,0,0,0,0,Kami-sama Hajimemashita,0,0,0,"Momozono Nanami's dad, a man with a penchant for gambling, disappeared after accumulating a huge amount of debt. Thus, she was chased out of her house by the debt collectors. When she met a timid guy being chased by a dog, he told her that he'd give her his house. She believed his persuasive talk, but when she went to his house… it turned out to be a shrine. Moreover, a guy with fox ears appeared, which made Nanami even more confused. What will become of homeless and confused Nanami?","25,25,5",http://www.mangaupdates.com/series.html?id=24388,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Kaiun! Omori Girl!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=80342,0,1,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",0,0,0,1,0,0,0,Kaimetsuou to 12-nin no Hoshi no Miko,1,0,0,"He is told that the only way to save himself is to establish a contract with the 12 Starlight Maidens who were born with a special sign somewhere on their body, and to do so, he must lick their signs with his tongue, which is where his sign is located.",5,http://www.mangaupdates.com/series.html?id=121030,0,0,0
Unknown,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, GenderBender, Harem, Hentai, Yuri",0,0,0,0,0,1,0,Kaikan Change,0,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=119702,0,1,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,"Action, Adult, Adventure, Drama, Fantasy, Harem, Seinen",1,0,0,1,1,0,1,Kaifuku Jutsushi no Yarinaoshi,0,0,0,"But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything.",0,http://www.mangaupdates.com/series.html?id=143756,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, GenderBender, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,1,0,Kakumei no Hi,0,0,0,-----,2,http://www.mangaupdates.com/series.html?id=792,1,0,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, GenderBender, Harem, Hentai",0,0,0,0,0,1,0,Kaikan Change - Otoko no Karada yori Kimochi ii Onna no Ko Ecchi,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=140126,0,1,0
Complete,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, GenderBender, Harem, SchoolLife, Seinen, Sports",0,0,0,0,1,1,0,Kaichu!,0,0,0,"Tachikawa also meets a pretty girl who is already a member of the club (he accidentally walked in on her while she was changing). She’s not very good from the look of things, but she is his senpai and he defers to her. She takes an immediate liking to him and kisses him after practice.",12,http://www.mangaupdates.com/series.html?id=49670,1,0,0
Complete,0,0,0,1,0,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, SchoolLife, Shounen, Supernatural",0,0,0,1,0,0,0,Kaibutsu Oujo,1,0,0,Manga,20,http://www.mangaupdates.com/series.html?id=5203,1,0,0
Complete,0,0,1,0,1,0,0,0,0,1,0,0,1,0,,1,0,0,0,0,0,1,0,0,"Drama, GenderBender, Harem, Horror, Mystery, Romance, Scifi, Shoujo",1,0,0,0,0,1,0,Kaguyahime,0,0,0,"On Kabuchi-jima, an island ruled by Princess Kaguya, ten children were raised as sacrificial victims. Several of the children thought they had escaped their fate when they escaped the island. But nearly a decade later, the kids are still dying in the order and at the time they would have as sacrifices... Their only hope now is to reunite and return to the island to seek out and destroy the source--the legend, the blood-lusting Moon Princess--before time runs out.",27,http://www.mangaupdates.com/series.html?id=526,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Action, Comedy, Harem, MartialArts, Romance, Shounen",0,0,1,1,0,0,0,Kagetora,1,0,0,"The young ninja Kagetora has been given a great honor - to serve a renowned family of skilled martial artists. But on arrival, he's handed a challenging assignment: teach the heir to the dynasty, the charming but clumsy Yuki, the deft moves of self-defense and combat. For a ninja like Kagetora, to fall in love with his master is a betrayal of his duty, the ultimate dishonor, and strictly forbidden. Can Kagetora help Yuki overcome her ungainly nature… or will he be overcome by his growing feelings?",11,http://www.mangaupdates.com/series.html?id=590,0,0,0
Ongoing,0,0,0,1,0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,"Action, Adult, Comedy, Fantasy, Harem, Seinen, Supernatural",0,0,0,1,1,0,0,Kagaku-teki ni Sonzai shiuru Creature Musume no Kansatsu Nisshi,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=145704,0,0,0
Complete,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Scifi",0,0,0,0,0,0,0,Kagaku no Nyotaimori,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=47634,0,1,0
Unknown,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Ecchi, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Kagaminochou no Kaguya,0,0,0,Manga,"1,2011",http://www.mangaupdates.com/series.html?id=40407,0,0,0
Complete,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, SchoolLife, Scifi, Seinen, Supernatural, Yuri",0,0,0,0,1,0,0,Kagaku na Yatsura,0,0,0,:,6,http://www.mangaupdates.com/series.html?id=50131,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, GenderBender, Harem, Romance, SchoolLife, Seinen, Supernatural",0,0,0,1,1,1,0,Kämpfer,0,0,0,Kämpfer is German for fighter.,10,http://www.mangaupdates.com/series.html?id=23648,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Jyoshi Luck!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=109652,1,1,0
Complete,1,0,1,0,0,1,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Action, Adventure, Comedy, Drama, Fantasy, Harem, Historical, Romance, Shoujo",1,0,0,1,0,0,1,Juuza Engi - Engetsu Sangokuden,0,0,0,:,4,http://www.mangaupdates.com/series.html?id=75397,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Shounen",0,0,0,0,0,0,0,Juusho Mitei,1,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=11331,0,0,0
Complete,0,0,1,0,1,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, SchoolLife, Scifi, Seinen",0,0,0,1,1,0,0,Juuou Mujin no Fafnir,0,0,0,:,4,http://www.mangaupdates.com/series.html?id=109294,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Jutten!,1,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=12159,1,0,0
Discontinued,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, Mature, Romance, Shoujo",1,1,0,0,0,0,0,Juuoku Shoujo,0,0,0,:,10,http://www.mangaupdates.com/series.html?id=1341,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Junai Shower,0,0,0,2. Iresugi Chuui,1,http://www.mangaupdates.com/series.html?id=122944,0,1,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Ecchi, Harem, Romance",0,0,0,1,0,0,0,Juryoku Sentai Require!!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=64550,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,1,0,,1,0,0,0,0,0,1,0,0,"Action, Comedy, Drama, Harem, Horror, Mystery, Romance, SchoolLife, Shoujo, Supernatural",1,0,0,1,0,0,0,Junketsu + Kareshi,0,0,0,:,10,http://www.mangaupdates.com/series.html?id=55016,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Joshi OtaCir no Ouji-sama,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=138527,0,1,0
Complete,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, GenderBender, Harem, SchoolLife, Seinen",0,0,0,0,1,1,0,Josou Shijo,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=66501,1,0,0
Ongoing,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Romance, Seinen",0,0,0,0,1,0,0,Junai Junkies,0,0,0,:,8,http://www.mangaupdates.com/series.html?id=111568,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Harem, Historical, Romance, Shounen",0,0,0,0,0,0,0,Joushuu Touzoku Aratamegata Hinagiku Kenzan!,1,0,0,Manga,"3,2000",http://www.mangaupdates.com/series.html?id=23264,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Drama, Ecchi, Fantasy, Harem, Historical, Romance, Shounen",1,0,0,1,0,0,0,Joujuu Senjin!! Mushibugyo,1,0,0,"Jinbee Tsukishima is a young man following the belief that a weak warrior isn't a warrior at all and strives to be a master swordsman just like his father. To atone for a horrific incident that occurred at his fault, Jinbee seeks to take his father's place as a member of the Insect Magistrate Office. On his journey there, he meets the lovely Haru, a young woman who helps manage her family's tea house, and is forced to put his sword to good use in saving her from a grisly fate. This act of bravery earns him a spot in the Insect Magistrate. Will this rookie exterminator be able to rid the land of the horde of insects swarming in?",32,http://www.mangaupdates.com/series.html?id=61643,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Joker no Kuni no Alice,0,0,0,:,3,http://www.mangaupdates.com/series.html?id=56194,0,0,0
Complete,0,0,1,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, GenderBender, Harem, Romance, SchoolLife, Shounen, SliceofLife",0,0,0,0,0,1,0,Josei Danshi,1,0,0,Manga,5,http://www.mangaupdates.com/series.html?id=77080,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Jokyoushi (Drill Murata),0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=64601,1,1,0
Complete,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Ecchi, Harem, Romance, Scifi, Seinen",0,0,0,0,1,0,0,"Hashire, Ute!",0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=63567,0,0,0
Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Supernatural",0,0,0,0,0,0,0,Joker (SENA Youtarou),0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=5297,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Comedy, Drama, Harem, Romance, SchoolLife, Shoujo, Supernatural",1,0,0,1,0,0,0,Jiujiu,0,0,0,:,5,http://www.mangaupdates.com/series.html?id=39597,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,1,Harukanaru Jikuu no Naka de 4,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=40570,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Shounen",0,0,0,0,0,0,0,Hatoko-san to Rabukome,1,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=89445,0,0,0
Unknown,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Harem, Shoujo",0,0,0,0,0,0,1,Harukanaru Jikuu no Naka de 3,0,0,0,Manga,,http://www.mangaupdates.com/series.html?id=45912,0,0,0
Ongoing,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Harukanaru Jikuu no Naka de 6,0,0,0,"Azusa, a normal high school girl, fell down the stairs while visiting her grandmother in the hospital two months ago. When she awoke, she was surrounded by people speaking of ""The Priestess of the Dragon God,"" ""The Imperial Capital,"" and ""The Taisho (Era).""",3,http://www.mangaupdates.com/series.html?id=119972,0,0,0
Ongoing,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Harem, Historical, Romance, Shoujo",0,0,0,0,0,0,0,Harutsuge to Yuki Musuko,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=145596,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",0,0,0,0,0,0,0,Haru-nee ga Boku ni xx Suru Riyuu,1,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=91442,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Harem, Historical, Romance, Shoujo",0,0,0,0,0,0,1,Harukanaru Jikuu no Naka de,0,0,0,"Akane is your typical teenage girl...until she swallows the Dragon Jewels, which transport her to the Heian period of ancient Japan! There in the capital city, Akane learns that she has been foreordained to lead the people as the Priestess of the Dragon God!",17,http://www.mangaupdates.com/series.html?id=257,0,0,0
Complete,0,0,1,0,0,0,1,0,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Drama, Harem, Romance, Seinen, SliceofLife, Yuri",1,0,0,0,1,0,0,"Haru yo, Koi",0,0,0,"Takashi Sone is living on his own while he is attending college. Out of the blue, his parents tell him that his sister, Mafuyu, is moving in to live with him and that she will be attending a high school in his area.",11,http://www.mangaupdates.com/series.html?id=612,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,1,Kono Subarashii Sekai ni Nichijou wo!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=140313,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Haruichiban,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=16856,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Harem x Harem,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=33385,0,1,0
